ID,Sentence
19698,Also there it is sayd how eche of them starte frō other.
19699,This place is but a forspekynge & not a full treatyse therof / therfore it were noyful to charge this place with all suche reasons.
19700,¶ Of how many maner of people haue dwelled therin.
19701,BRitons dwelled first in this ylond the .xviij.
19702,yere of Hely y• prophete the .xj.
19703,yere of Solinus postam{us} kynge of Latyns .xiiij.
19704,yere after the takyng of Troy / ofore y• buyldynge of Rome.
19705,They came hy∣ther & toke theyr from Armonyk that now is that other Brytayne / they helde longe tyme the s coūtrees of y• .
19706,It bfe afterwarde in aspa∣ tyme duke of Rome / y• the Petes shypped out of in to / and were dryuen aboute w wynde / & entred in to the north co of Irlonde / and foūde there Sttes / & prayed them to haue a place to dwell in / and myght one gete.
19707,For Irlonde as Scottes sayd myght not sustayne bothe people.
19708,Scot¦tes sente the Pictes to the north syde of Englōde & behyght them helpe agaynst the Brytons y• were theyr enemyes / yf they wolde aryse / & toke them wyues of theyr doughters / vpon suche condicyon yf doubte fell / who sholde haue ryght to be kynge / they sholde rather chose hȳ of the moders side than of y• faders syde / of the women kynne rather than of y• men kynne.
19709,In Vaspasyan y• em∣perours tyme whan Mari{us} Aruiragus sone was kyng of Brytons / one Rodryk kyng of Pictes came out of Scicia & be∣gan to destroye Scotlonde.
19710,Marius the kyng slewe this Rodryk / & gaue y• north party of Scotlonde y• hight Cathenesia to the men that were come with Rodryk & were ouercome by hym / for to dwell in But these men had no wyues / ne none myght haue of y• nacion of Brytōs / ther fore they sayled in to Irlonde / & toke to theyr wyues Irysshe mēnes doughters by y• couenaūt that y• moders blode shold be put tofore in successyon of herytage.
19711,Neuertheles Sirin{us} su{per} Virgiliūsayth y• Pictes agatirses y• had some dwellyng place about y• waters of Scicia / & they ben called Pictes of peyn¦tynge & smytynge of woundes / therfore they are called Pictes as peynted men.
19712,These men and these gothes ben all one people.
19713,For whan Maximus the tyraūt was gone out of Brytayne in to Fraūce for to occupy y• empyre.
19714,Than Gracian{us} and Valentinianus y• were bretherne & felowes of the empyre brought these go∣thes out of Scicia wt grete gyftes / wt fla¦terynge & fayre byhestes in to the north coūtree of Brytayne.
19715,For they were stal∣worth & stronge men of armes.
19716,And so these theues and brybouts were made men of londe & of coūtre & dwelled in the north coūtre / & helde there cytees & tow∣nes.
19717,Carancius the tyraunt slewe Bassianus / and gaue the Pictes a dwellyng place in Albama that is Scot¦londe / there they dwelled longe tyme af∣terward & medled with Brytons.
19718,Than sith the Pictes occupyed fyrst the north syde of Scotlonde / it semeth y• the dwellynge place y• this Carancius gaue them is y• south syde of Scotlonde / that stretcheth from the thwarte ouer walle of Romayns werke to y• Scottysshe see / and conteyneth Galleway and Lodouia that is Lodeway.
19719,¶ Therfore Bede .iij.
19720,speketh in this maner.
19721,Nan the holy man conuerted y• south Pictes.
19722,Afterward the Saxons came & made y• coūtre longe to Brenicia the north party of Northumberlonde / vnto y• tyme that Kynadius Alpinus sone kynge of Scot¦londe put out y• Pictes / & made y• coūtre that lyeth bytwene Twede & the Scot∣tysshe see long to his kyngdom.
19723,Afterwarde longe tyme y• Scot¦tes were led by duke Renda / & came out of Irlonde that is the propre countre of Scottes / & with loue or with strengthe made them a place fast by the Picces in the north syde of the arme of the see that breketh in to the londe in the west syde / that departed in olde tyme bytwene Bri¦tons & Pictes.
19724,Of this duke Renda the Scottes had y• name & were called Dal∣rendin{us} / as it were Rendaes parte / for in theyr speche a parte is called dal.
19725,The Pictes myght haue no wyues of Brytons / but they toke them wyues of Iryssh Scottes / and promysed them fayre for to dwell with them / & graūted them a londe by y• see syde / there y• see is narowe.
19726,That londe is now called Galle¦way.
19727,Irysshe Scottes lon∣ded at Argall y• is Scottes clyf for Scot¦tes londed there for to do harme to y• Bri¦tons / or for y• place is next to Irlōd for to come a londe in Brytayn.
19728,And so the Scottes after y• Britons & Pictes made y• thyrde people dwellynge in Bry¦tayn.
19729,¶ R. Than after y• came y• Saxōs at the prayenge of the Brytons to helpe them agaynst y• Scottes & Pictes.
19730,And the Britons were soone put out in to wa¦les / & Saxons occupyed the londe lytell & lytell / & efte more to the Scottysshe see And so Saxons made the fourth maner of men in y• ylonde of Brytayn.
19731,For Saxons & Angles came out of Germania / yet some Brytōs that dwel nygh call them shortly Germayns ¶ R. Neuertheles aboute y• yere of our lorde.
19732,Egbartus kynge of West∣saxon cōmaūded & bad al men call y• men of y• londe Englysshmen.
19733,Than after that the Danes pursued the londe aboute a. ij .C.
19734,yere / that is to saye / fro y• foresayd Edbartus tyme vnto saynt Ed¦wardes tyme / & made y• fyfth maner of people in y• ylonde / but they fayled after warde.
19735,At the last came Normans vnto duke Willyam & subdued Englysshmen & yet kepe they y• londe / & they made the syxth people in y• ylonde.
19736,But in the fyrst kynge Henryes tyme came many Fle∣mynges & receyued a dwellȳge place for a tyme besyde Maylros in the west syde of Englonde / & made the seuenth people in the ylonde.
19737,Neuertheles by cōmaūde¦ment of the same kynge they were put thens & dryuen to Hauerfordes syde in y• west syde of wales.
19738,¶ R. And so now in Brytayn Danes & Pictes fayle all out / and fyue nacyons dwell therin / that ben Scottes in Albania / that is Scotlonde.
19739,Brytayne in Cambria / y• is Wales / but that Flemynges dwell in / y• is west Wa¦les.
19740,And Normans & Englysshmen ben medled in al y• ylōde / for it is now doubte in storyes how and in what maner they were put away & destroyed out of Bry∣tayn.
19741,Now it is to declare how y• Pictes were destroyed & fayled.
19742,Brytayn was somtyme occupyed with Saxons / & peas was made & stablisshed with y• Pictes / than y• Scottes y• came with the Pictes sawe y• the Pictes were nobler of dedes and better men of armes though they were lesse in nombre than y• Scottes.
19743,Than the Scottes hauynge therof enuy turned to theyr natural trea¦son y• they haue ofte vsed.
19744,For in treason they passe other men / & bē traytours as it were by kynde / for they prayed all the Pictes / & specially the gretest of them to a feest / & wayted theyr tyme whan the Pictes were mery and had well dronke they drewe vp nayles y• helde vp holowe benches vnder the Pictes / & the Pictes vnware sodeynly fell in ouer y• hammes in to a wonderfull pytfall.
19745,Than y• Scot¦tes fell on y• Pictes & slewe them / & lefte none alyue.
19746,And so of two maner people the better warryours were al destroyed But the other that ben y• Scottes whi∣che ben traytours all vnlyke to y• Pictes toke {pro}fyte by that fals treason / for they toke all that londe / and holde it yet vnto this tyme / & call it Scotlōde after theyr owne name.
19747,In kynge Edgarus tyme Kynadius Alpinus sone was duke & ∣der of the Scottes / and warred in Picte londe & destroyed the Pictes.
19748,He warred syxe tymes in Saxon / & toke all y• londe that is bytwene Twede & y• Scottysshe see with wronge & with strength.
19749,¶ Of the lāguages / of maners & vsage of the people of that londe.
19750,AS it is knowen how many ma∣ner of people ben in this ylonde there ben also so many languages and tongues.
19751,Neuertheles Wn and Scottes that ben not medled with other nacyons kepe yet theyr language & spe∣che.
19752,But yet y• Scottes that were som∣tyme confederate and dwelled with Pi∣ctes drawe somwhat after theyr speche.
19753,But the Flemynges y• dwell in the west syde of Wales haue lefte theyr straunge speche & speke lyke to saxons.
19754,Also Eng∣lysshmen though they had fro y• begyn∣nynge thre maner of speches / southerne northerne / & myddle speche in y• myddle of the londe / as they come of thre maner of people of Germania.
19755,Neuertheles by cōmixcyon & medlynge fyrst wt Danes & afterward wt Normans / in many thyn∣ges y• coūtree language is appayred / for some vse straūge wlaffynge / chyteryng harryng / garryng & grysbytyng.
19756,This appayring of y• language cometh of two thynges.
19757,One bycause y• children y• go to scole lerne to speke fyrst englysshe / & thā ben compelled to cōstrue theyr lessons in frensshe / & that hath bē vsed syth y• Nor∣mans came in to Englonde.
19758,Also gentyl¦mens children ben lerned & taught from theyr youth to speke Frensshe / & vplon∣disshmen wyll coūterfeyte & lyken them selfe to gentylmen / and are besy to speke frensshe for to be more set by / wherfore it is sayd by a comyn {pro}uerbe.
19759,Iacke wold be a gentylmā yf he coude speke frensshe ¶ Treuisa.
19760,This was moche vsed to∣fore the grete deth / but syth it is somdele chaunged / for syr Iohn Cornewayle a mayster of grāmer chaūged y• techynge of grāmer scole & cōstruccyon of frensshe in to englysshe.
19761,And other scole maysters vse y• same waye now / in the yere of our lord.
19762,yere of king Rychard y• seconde / & leue all frensshe in scoles & vse all construccyon in englysshe wherin they haue auaūtage one waye / that is y• they lerne the sooner theyr grā¦mer / & in an other disauaūtage / for now they lerne no frensshe / nor can none / whi¦che is hurte to them y• shall passe the see.
19763,And also gentylmen haue moche lefte to teche theyr chyldren to speke Frensshe.
19764,¶ R. It semeth a grete wonder y• Eng∣lysshmen haue so grete diuersite in theyr owne language in sowne & in speking of it / whiche is all in one ylonde.
19765,And y• lan¦guage of Normandy is comen out of an other londe / & hath one maner sowne a∣monge all other y• speke it in Englonde / for a man of kent / southerne / westerne & northerne men speke frensshe all lyke in sowne & speche / but they can not speke theyr englisshe so.
19766,Neuerthe¦lesse there ben as many diuers maner of frensshe in the realme of Fraūce / as dy∣uers englysshe in y• realme of Englonde.
19767,¶ R. Also of the foresayd tongue whiche is departed in thre is grete wonder / for men of y• eest with men of y• west accorde better in sownynge of theyr speche than men of y• north wt men of y• south.
19768,Ther∣fore it is y• men of merc y• ben of myddle Englonde as it were partyners with y• endes / vnderstande better the syde lan∣guages northerne & southerne than nor¦therne & southerne vnderstande eyther other.
19769,All y• lan∣guage of the northumbres & specially at Yorke is so sharpe shyteynge / froyng & vnshappe / y• we southerne men may vn∣neth vnderstāde y• language.
19770,I suppose the cause be y• they be nigh to y• alyens y• speke straūgely.
19771,Also y• kynges of Eng∣londe abyde & dwell more in y• south coū∣tree thā in y• north coūtree / bycause there is better corne londe / more people / more noble citees / & more {pro}fytable hauens in the south coūtre than in y• north coūtre.
19772,¶ De gentis huius moribus.
19773,FOr y• maners & doynge of walssh men & of Scottes ben tofore som∣what declared.
19774,Now I purpose to tell & declare y• condicyons of y• myddle people of Englonde.
19775,But the Flemynges y• ben in y• west syde of Wales ben now all tur¦ned as they were Englisshmen / bycause they company with Englysshmen.
19776,And they be myghty & stronge to fyght / and ben the moost enemyes that Walshmen haue / and vse marchadyse & clothynge & ben full redy to put themselfe in auen∣tures & to peryll in y• see & londe bycause of grete wynnyng / & ben redy somtyme to the plowe / & somtyme to dedes of ar∣mes whan tyme and place aeth.
19777,It se∣meth of these men a grete wonder y• in a bone of a wethers ryght sholder whan the flesshe is soden away and not rosted they knowe what hath be done / is done and shall be done / as it were by spiryte of propheeye & wonderfull crafte.
19778,They tell what is done in ferre countrees / to∣kens of peas or of warre / the state of the realme / sleynge of men & spousebreche / suche thynges they declare rtayne of tokens & sygnes that is in suche a shol∣der bone.
19779,¶ R. But the Englysshmen y• dwel in Englōde ben medled in y• ylonde and ben ferre from the places that they spronge of fyrst turne to the contrary de∣des lyghtly without entycynge of ony other men by theyr owne assent.
19780,And vn easy also vnpacient of peas / enemyes of besynes / and full of slouth.
19781,de pon .li .iij.
19782,That whan they haue destroyed theyr enemyes all to y• groūde than they fyght with themselfe and slee eche other / as a voyde and an empty sto mak werketh in it selfe.
